org_name,shared_companies,shared_big_companies,group_size,countries_worked_in_together,worked_together_time,worked_together_time_big,communication_skills,emotional_intelligence,shared_languages,shared_skills,endorsements,skill_synergy,years_studied_together,level_studied_together,shared_projects,shared_publications,prior_experience_scale,founders_with_prior_technical_experience,founders_with_prior_business_experience,founders_with_good_network,founders_with_marketing_experience,founders_with_finance_experience,founders_with_legal_experience,founders_resilient,rd_costs,set_up_costs,brand_loyalty,legal_barriers,capital_requirements,years_to_breakeven,market_saturation,companies_that_failed,prior_founding_experience,previous_big_tech_experience,institution_level,average_publications,average_education,highest_education,average_extroversion,leadership_roles,years_of_experience,years_post_grad,countries_worked_in_average,average_GPA,average_awards,success
Nielson Scientific,,,1,,,,0,0,,,,0,,,,,2,1,1,1,0,0,0,0,5.0,6.0,4.0,5.0,6.0,3,5,3,1,1,1,4.0,2.0,PHD,3.0,1.0,10.0,6.0,1.0,3.5,1.0,0
Night Shift Brewing,0,0,3,0,0,0,0,2,0,0,0,0,3.3333333333333335,Bachelors,0,0,2,0,2,0,1,1,0,1,5.0,6.0,7.0,5.0,6.0,3,20,3,3,0,2,0.0,1.0,Bachelors,2.0,2.0,3.5,6.5,1.0,3.29,0.0,0
NightOwl,,,1,,,,0,0,,,,0,,,,,2,1,0,1,0,0,0,0,4.0,5.0,7.0,5.0,6.0,3,10,1,1,1,2,0.0,2.0,Bachelors,2.0,2.0,20.0,1.0,1.0,3.5,0.0,0
NightWare,,,1,,,,1,0,,,,0,,,,,3,0,1,1,1,0,0,0,5.0,5.0,6.0,4.0,6.0,2,30,5,0,0,2,0.0,1.0,Bachelors,4.0,1.0,15.0,26.0,1.0,3.5,0.0,0
Nihaopay,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,5.0,7.0,6.0,6.0,3,5,3,0,0,0,0.0,0.0,None,0.0,1.0,10.0,10.0,1.0,0.0,0.0,0
Nikira Labs,,,1,,,,0,0,,,,0,,,,,2,1,1,0,0,1,1,0,5.0,7.0,6.0,5.0,6.0,3,3,2,0,5,2,0.0,2.0,Bachelors,0.0,1.0,25.0,11.0,0.0,0.0,0.0,0
Nile,1,0,2,2,1,0,2,1,0,0,0,2,3.0,Bachelors,0,0,4,2,2,2,1,1,0,1,5.0,5.0,7.0,4.0,6.0,3,5,2,2,1,1,0.0,2.0,Bachelors,3.0,1.0,10.5,6.5,2.0,3.0,0.0,0
Nimble,0,0,2,0,0,0,2,0,2,0,0,0,1.0,Masters,0,0,2,1,2,0,1,1,0,0,3.0,6.0,2.0,4.0,6.0,3,10,1,0,1,1,0.0,2.0,Masters,0.0,1.0,5.0,7.0,1.0,0.0,0.0,0
NimbleHeart,0,0,2,0,0,0,0,1,0,0,0,0,0.0,,0,0,2,1,1,1,1,0,0,0,5.0,6.0,7.0,6.0,7.0,3,25,5,1,1,2,0.0,2.0,Masters,4.0,1.0,15.0,11.0,1.0,3.5,0.0,0
Nimblr.ai,3,1,4,1,2,1,0,0,3,0,0,1,3.0,Masters,0,0,4,3,3,1,0,0,0,0,5.0,5.0,7.0,4.0,6.0,3,10,5,3,1,1,0.0,2.0,Masters,1.0,2.0,11.0,4.0,2.0,3.5,0.0,0
Nimbus Engineering,1,0,2,1,1,0,0,0,0,0,0,0,3.0,Bachelors,0,0,2,1,2,0,0,1,0,0,5.0,5.0,6.0,4.0,6.0,2,5,1,0,0,2,0.0,2.0,Bachelors,3.0,1.0,3.0,6.0,1.0,3.0,0.0,0
Nimia,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,0,0,0,6.0,5.0,7.0,4.0,8.0,3,10,5,0,0,3,0.0,2.0,Bachelors,3.0,1.0,3.0,11.0,1.0,3.5,0.0,0
Nineteenth Amendment,1,0,2,1,6,0,2,2,1,0,0,2,0.0,,0,0,3,1,2,2,2,0,0,2,4.0,5.0,6.0,5.0,4.0,3,20,5,1,0,2,0.0,2.0,Bachelors,2.0,1.0,7.0,2.0,1.0,0.0,0.0,0
Nirmata,3,1,3,2,2,2,3,2,2,15,0,2,0.0,,0,0,4,3,2,3,1,1,0,3,5.0,5.0,4.0,3.0,5.0,3,10,5,3,2,2,5.0,2.0,Masters,4.0,5.0,6.0,6.0,2.0,2.5,1.0,0
Nitrio,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,6.0,7.0,4.0,7.0,3,5,2,1,0,1,2.0,3.0,PHD,0.0,1.0,5.0,1.0,1.0,3.5,0.0,0
Nivo1,,,1,,,,1,0,,,,0,,,,,2,1,1,1,1,1,0,1,7.0,7.0,6.0,3.0,8.0,3,5,2,1,1,2,0.0,2.0,Bachelors,3.0,1.0,20.0,31.0,1.0,3.0,0.0,0
No Brick,1,0,2,0,3,0,0,1,2,0,0,0,0.0,,0,0,3,1,2,0,0,1,0,1,6.0,5.0,6.0,4.0,7.0,3,2,5,2,0,2,0.0,2.0,Masters,0.0,2.0,10.0,5.0,1.0,0.0,0.0,0
NoBull Specialty Foods,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,2,0,0,0,0,0,5.0,5.0,6.0,5.0,6.0,3,5,1,0,0,2,0.0,3.0,PHD,0.0,1.0,0.0,40.0,0.0,0.0,0.0,0
Nobe Cars,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,6.0,4.0,5.0,7.0,3,5,3,0,0,3,0.0,1.0,Bachelors,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0
Nobl,0,0,3,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,1,0,0,0,0,0,0,6.0,5.0,7.0,6.0,7.0,3,5,1,0,0,2,0.0,1.0,Bachelors,0.0,0.0,8.0,8.0,1.0,0.0,0.0,0
Noble Life Sciences,0,0,2,0,0,0,0,0,1,0,0,0,0.0,,0,0,3,1,1,1,0,1,0,0,5.0,5.0,7.0,4.0,4.0,3,7,2,2,0,2,25.0,3.0,PhD,2.5,1.5,25.0,20.0,1.0,3.7,0.0,0
Nocking Point Wines,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,0,0,0,0,0,0,3.0,5.0,6.0,4.0,5.0,3,10,5,0,0,5,0.0,1.0,Bachelors,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0
Nocterra Brewing Company,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,5.0,6.0,4.0,7.0,3,10,5,0,0,4,0.0,2.0,Bachelors,4.0,1.0,5.0,1.0,1.0,3.0,0.0,0
Node Capital,0,0,3,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,1,0,0,0,0,0,0,8.0,6.0,7.0,5.0,8.0,3,5,15,0,0,2,0.0,1.0,Bachelors,3.0,2.0,6.0,5.0,1.0,3.5,0.0,0
Nodecraft,0,0,2,1,0,0,0,0,1,0,0,0,0.0,,0,0,3,2,2,0,0,0,0,0,5.0,5.0,7.0,6.0,8.0,2,10,5,0,1,5,0.0,1.0,Bachelors,0.0,2.0,11.0,0.0,1.0,3.5,0.0,0
Nogin,1,0,2,3,2,0,1,1,0,0,0,1,0.0,,0,0,4,2,1,2,1,0,0,2,4.0,5.0,7.0,4.0,6.0,2,3,1,2,1,3,0.0,2.0,Bachelors,4.0,1.0,10.0,5.0,1.0,3.5,1.0,1
Noirefy,,,1,,,,0,1,,,,0,,,,,4,1,1,1,1,0,0,0,7.0,6.0,5.0,4.0,6.0,3,5,0,1,0,1,0.0,2.0,Bachelor's,4.0,1.0,5.0,10.0,1.0,3.5,6.0,0
Nokero,1,0,2,1,0,0,0,0,0,0,0,0,0.0,,0,0,3,1,1,0,0,0,1,0,7.0,6.0,5.0,6.0,7.0,3,25,9,1,0,2,0.0,2.0,Masters,4.0,2.0,16.0,3.0,1.0,3.5,1.0,0
Nom Nom,4,1,4,3,3,3,0,3,0,0,0,0,2.0,Bachelors,0,0,5,4,3,4,2,2,1,3,4.0,5.0,6.0,5.0,7.0,2,5,2,3,3,1,0.5,2.0,Masters,2.5,4.0,6.0,7.0,2.0,3.5,1.0,1
Nomad,0,0,2,2,0,0,2,0,2,19,0,1,0.0,,0,0,2,1,2,0,0,0,0,0,5.0,5.0,6.0,4.0,6.0,2,10,5,0,2,1,0.0,2.0,Bachelor,4.0,1.0,6.0,11.0,1.0,3.5,0.0,0
Nomics,,,1,,,,0,0,,,,0,,,,,2,1,1,0,0,0,0,0,5.0,5.0,6.0,4.0,6.0,3,5,2,1,1,3,0.0,2.0,Masters,0.0,1.0,9.0,6.0,1.0,3.5,0.0,0
Nommi,0,0,2,0,0,0,1,1,2,17,0,0,1.5,Masters,0,0,3,1,2,2,1,0,0,1,6.0,5.0,4.0,5.0,5.0,3,4,1,1,2,2,0.5,2.0,Masters,4.0,1.5,8.0,6.0,2.0,3.5,1.0,0
Non-Inertial Navigation Technology,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,5.0,4.0,3.0,5.0,3,2,3,0,0,2,0.0,2.0,Post Graduate,0.0,1.0,40.0,5.0,1.0,0.0,0.0,0
Nonnatech,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,6.0,7.0,4.0,6.0,3,7,2,0,0,3,0.0,1.0,Bachelors,2.0,1.0,7.0,7.0,1.0,3.5,0.0,0
Nooklyn,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,0,2,1,1,0,0,0,5.0,4.0,6.0,3.0,5.0,2,4,0,1,0,4,0.0,1.0,Bachelors,3.0,1.0,10.0,13.0,1.0,3.5,0.0,0
Noora Health,1,1,3,0,4,2,0,3,2,0,7,0,0.0,,0,0,4,3,2,1,1,1,0,3,5.0,8.0,6.0,7.0,7.0,4,5,1,3,2,1,0.0,3.0,MD,1.0,2.0,6.0,6.0,1.0,3.4,0.0,0
Noria Water Technologies,,,1,,,,0,1,,,,0,,,,,3,1,1,1,0,0,0,0,4.0,5.0,6.0,4.0,6.0,3,5,3,1,0,2,5.0,3.0,PHD,3.0,1.0,6.0,2.0,1.0,3.5,0.0,0
North Park Beer Company,,,1,,,,0,0,,,,0,,,,,1,0,1,1,0,0,0,0,4.0,5.0,8.0,4.0,6.0,3,10,3,0,1,4,0.0,2.0,Masters,3.0,1.0,10.0,5.0,0.0,3.0,0.0,0
Norwich Technologies,0,0,2,0,0,0,0,0,0,0,0,1,0.0,,0,0,5,2,2,0,0,0,1,0,7.0,7.0,7.0,6.0,7.0,3,5,0,2,0,2,3.5,3.0,PHD,0.0,2.0,21.0,8.0,0.0,3.5,0.0,0
Noshinku,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,0,1,2,2,0,0,0,6.0,4.0,5.0,7.0,8.0,3,6,2,2,0,2,0.5,2.0,Bachelors,3.0,2.0,6.0,0.0,1.0,3.1,1.0,0
Notch Technologies,,,1,,,,1,0,,,,0,,,,,4,1,0,0,0,0,0,0,7.0,8.0,5.0,6.0,7.0,4,2,1,1,0,1,0.0,3.0,PHD,4.0,1.0,10.0,12.0,1.0,3.5,0.0,0
Nouri Life,0,0,2,1,0,0,0,0,0,0,0,0,0.0,,0,0,2,0,1,0,1,0,0,0,5.0,6.0,6.0,4.0,6.0,3,5,2,1,1,2,0.0,2.0,Bachelors,0.0,1.0,6.0,5.0,1.0,0.0,0.0,0
Nova Analytic Labs,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,3,2,1,2,0,0,0,0,5.0,7.0,7.0,5.0,8.0,3,5,5,2,1,2,0.0,2.0,Masters,3.0,3.0,12.0,3.0,1.0,3.0,1.0,0
Novadiol,,,1,,,,0,0,,,,0,,,,,4,1,1,0,1,0,0,0,5.0,5.0,6.0,4.0,7.0,3,5,2,1,0,2,0.0,2.0,Bachelors,1.0,2.0,31.0,0.0,1.0,0.0,0.0,0
Novel Effect,0,0,3,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,1,1,0,0,0,0,0,6.0,5.0,8.0,5.0,6.0,3,20,10,0,0,3,3.0,3.0,PHD,0.0,3.0,7.0,5.0,1.0,3.4,0.0,0
Novele,2,0,2,1,1,0,1,1,2,14,0,2,0.0,,0,0,4,2,1,2,2,0,0,1,7.0,6.0,8.0,5.0,7.0,3,8,2,2,1,2,0.0,2.0,Bachelor's,3.0,2.0,6.0,1.0,1.0,3.4,0.0,0
Novidan,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,4.0,5.0,6.0,4.0,5.0,3,5,0,0,1,2,0.0,1.0,Bachelors,1.0,1.0,16.0,5.0,1.0,0.0,0.0,0
Novo Aero Technology,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,7.0,5.0,6.0,8.0,3,10,5,0,0,0,0.0,1.0,Bachelors,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0
NovoClade,1,0,2,0,0,0,1,0,2,0,0,0,0.0,,0,0,3,2,1,0,0,0,0,0,5.0,4.0,6.0,3.0,8.0,3,10,5,2,2,1,0.0,3.0,PhD,3.0,1.0,3.0,5.0,1.0,3.2,0.0,0
NovoMoto,1,0,2,2,5,0,2,1,2,45,22,2,7.0,PhD,2,6,3,2,1,2,1,1,0,2,8.0,7.0,6.0,5.0,7.0,3,15,2,2,2,1,3.0,2.5,PhD,4.0,2.0,10.0,5.0,2.0,3.5,1.0,0
NovoPedics,0,0,2,0,0,0,0,0,0,0,0,0,3.0,Doctoral,0,0,4,2,0,0,0,0,0,0,6.0,7.0,6.0,5.0,7.0,3,5,2,2,0,2,0.0,3.0,PHD,2.0,1.0,10.0,8.0,1.0,3.5,0.0,0
NovoRoll,,,1,,,,1,0,,,,0,,,,,2,1,1,1,0,0,0,0,6.0,7.0,6.0,5.0,7.0,3,10,1,1,1,2,0.0,2.0,Bachelors,4.0,1.0,18.0,2.0,1.0,3.2,0.0,0
Novopyxis,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,6.0,7.0,6.0,7.0,4,10,5,1,1,2,0.0,2.0,PHD,2.0,1.0,15.0,6.0,1.0,0.0,0.0,0
Noxsano,1,0,3,1,1,0,1,1,0,0,0,2,0.0,,0,0,3,1,2,2,1,1,0,1,4.0,5.0,5.0,5.0,5.0,3,10,2,1,1,2,0.0,2.0,PHD,3.0,1.33,16.0,7.0,1.67,3.5,0.0,0
Nozzle,1,1,2,2,2,1,2,0,2,14,0,0,9.0,Bachelors,0,0,3,2,2,2,2,0,0,2,5.0,5.0,6.0,4.0,5.0,4,15,10,2,1,2,0.0,2.0,Bachelors,5.0,2.0,7.0,13.0,1.5,3.5,0.0,0
Nsure.com,1,0,2,1,2,0,2,2,0,4,0,2,0.0,,0,0,4,2,2,2,0,1,0,2,6.0,5.0,6.0,7.0,8.0,3,5,2,2,0,2,0.0,2.0,Masters,4.0,2.0,10.0,5.0,1.0,3.5,0.0,0
NuLife Recovery,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,7.0,6.0,5.0,4.0,7.0,3,5,2,0,0,5,0.0,1.0,Bachelors,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0
NuMoola,0,0,4,0,0,0,1,0,2,0,0,0,0.0,,0,0,2,0,2,0,1,1,0,0,5.0,5.0,6.0,4.0,5.0,3,70,5,1,0,2,0.0,2.0,Masters,3.0,1.0,20.0,15.0,1.0,3.5,1.0,0
NuSkool,,,1,,,,1,0,,,,0,,,,,2,0,1,1,1,1,0,1,5.0,6.0,7.0,4.0,6.0,3,5,1,1,0,2,0.0,2.0,Bachelors,4.0,1.0,7.0,5.0,1.0,3.4,0.0,0
Nuance Energy,,,1,,,,0,0,,,,0,,,,,4,0,1,1,0,0,0,0,5.0,6.0,6.0,5.0,6.0,3,10,5,0,1,2,0.0,1.0,Bachelors,4.0,1.0,30.0,11.0,1.0,0.0,0.0,0
Nuclease Probe Technologies,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,5.0,4.0,4.0,5.0,3,5,2,0,0,3,0.0,1.0,Bachelors,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Nudge Coach,1,0,2,0,3,0,2,2,1,10,0,2,0.0,,0,0,3,1,2,1,1,0,0,2,4.0,5.0,5.0,4.0,5.0,3,10,5,0,0,2,0.0,2.0,Masters,0.0,0.0,9.0,0.0,1.0,3.5,0.0,0
Nuflours,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,0,0,0,5.0,3.0,6.0,5.0,4.0,3,3,1,0,0,2,0.0,2.0,Masters,0.0,1.0,12.0,4.0,1.0,0.0,0.0,0
Nulife Virtual,,,1,,,,1,0,,,,0,,,,,3,0,1,1,1,1,0,0,7.0,5.0,5.0,6.0,7.0,3,10,1,1,1,2,0.0,1.0,Bachelors,4.0,1.0,15.0,24.0,1.0,3.0,0.0,0
Numerous,,,1,,,,1,0,,,,0,,,,,2,1,1,0,0,0,0,0,4.0,5.0,6.0,5.0,7.0,2,5,3,1,1,2,17.0,2.0,Masters,3.0,2.0,20.0,6.0,1.0,3.5,1.0,0
Numinous Games,1,0,3,0,0,0,0,0,0,0,0,0,2.0,Bachelors,0,0,5,3,3,3,0,0,0,0,3.0,3.0,7.0,3.0,4.0,3,4,1,3,3,3,0.0,2.0,Masters,1.5,2.0,5.67,10.0,1.0,3.5,1.0,0
NunoErin,0,0,2,0,0,0,1,1,0,6,0,0,0.0,,0,0,2,1,2,0,1,0,0,0,5.0,6.0,7.0,5.0,6.0,3,5,2,1,0,3,0.0,2.0,Masters,3.0,2.0,12.0,12.0,1.0,3.4,0.0,0
Nuntiux,,,1,,,,0,0,,,,0,,,,,2,3,1,0,1,0,0,0,5.0,6.0,5.0,4.0,7.0,3,15,5,1,5,2,0.0,2.0,MBA,3.0,5.0,3.85,5.65,4.0,3.5,0.0,0
Nuro,2,2,2,2,4,4,1,0,2,0,0,2,2.0,Masters,0,0,5,2,0,2,0,1,0,2,7.0,7.0,8.0,6.0,7.0,2,5,0,2,2,2,0.0,2.0,PHD,3.5,2.0,8.0,6.0,1.5,3.5,2.0,1
Nurse-1-1,2,0,3,3,1,0,2,2,0,0,0,2,3.0,Masters,0,0,4,2,2,2,3,2,0,2,5.0,4.0,6.0,3.0,5.0,3,10,1,2,2,3,0.3,2.0,Masters,3.5,2.0,10.0,5.2,4.0,3.7,0.5,0
NurseDash,0,0,2,0,0,0,1,1,1,0,0,0,2.0,Masters,0,0,3,1,2,2,0,1,1,2,4.0,7.0,6.0,5.0,7.0,4,6,2,1,0,2,0.0,2.0,Doctoral,4.0,3.0,9.0,1.0,1.0,3.5,0.0,0
Nutanix Beam,,,1,,,,1,0,,,,0,,,,,4,1,1,1,0,0,0,0,7.0,8.0,6.0,5.0,7.0,2,5,3,1,1,3,0.0,1.0,Bachelors,3.0,1.0,15.0,5.0,1.0,0.0,0.0,0
Nutrient Recovery & Upcycling,1,0,2,1,6,0,2,1,1,0,0,2,0.0,,0,0,4,1,2,1,0,1,0,2,6.0,6.0,5.0,6.0,5.0,3,5,1,2,0,1,1.0,3.0,PHD,3.0,3.5,20.0,12.0,1.0,3.5,0.0,0
Nutrivert,0,0,2,0,0,0,0,1,1,9,0,0,0.0,,0,0,2,1,1,1,0,0,1,1,5.0,5.0,3.0,4.0,7.0,3,5,2,1,0,1,0.0,2.0,JD,3.0,2.0,35.0,4.0,1.0,3.5,0.0,0
Nuudii,0,0,2,3,0,0,2,1,2,7,1,1,0.0,,0,0,4,2,2,2,2,0,0,2,5.0,6.0,7.0,4.0,6.0,3,7,5,2,1,2,0.0,2.0,Bachelor's,4.0,2.0,23.0,8.0,3.0,3.3,0.0,0
Nuvia,3,3,3,1,2,2,1,1,0,0,0,2,0.0,,0,0,5,3,1,3,0,0,0,2,8.0,6.0,7.0,5.0,8.0,2,5,2,1,3,1,0.0,2.0,Masters,3.0,1.0,20.0,5.0,2.0,3.5,1.0,1
Nuvola,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,7.0,5.0,6.0,5.0,7.0,3,5,1,1,1,2,0.0,2.0,Bachelors,3.0,1.0,22.0,16.0,1.0,0.0,0.0,0
Nuvothera,,,1,,,,1,0,,,,0,,,,,4,1,1,0,1,0,0,0,6.0,5.0,7.0,6.0,6.0,3,8,2,1,0,2,0.0,2.0,MBA,4.0,1.0,31.0,37.0,1.0,3.5,0.0,0
NxTSTOP,,,1,,,,0,0,,,,0,,,,,0,0,1,0,0,1,0,0,5.0,6.0,4.0,5.0,6.0,3,10,1,1,0,1,0.0,2.0,Masters,3.0,1.0,8.0,5.0,1.0,3.5,0.0,0
Nymbus Media,,,1,,,,0,0,,,,0,,,,,1,1,1,0,0,0,0,0,5.0,7.0,6.0,5.0,7.0,3,10,2,1,0,1,0.0,3.0,PHD,0.0,1.0,10.0,8.0,1.0,0.0,0.0,0
Nyoobe,0,0,2,0,0,0,1,0,0,8,0,0,0.0,,0,0,2,0,1,1,1,0,0,0,6.0,5.0,3.0,4.0,6.0,3,10,5,1,0,4,0.0,2.0,Bachelors,2.0,1.0,5.0,2.0,1.0,0.0,0.0,0
O'MY Foods,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,1,1,1,0,0,0,0,5.0,6.0,7.0,4.0,6.0,3,20,5,0,0,2,0.0,2.0,Masters,2.0,1.0,15.0,2.0,1.0,3.5,0.0,0
O.School,,,1,,,,0,0,,,,0,,,,,5,1,1,1,0,1,0,1,3.0,5.0,7.0,4.0,6.0,2,8,1,1,1,2,3.0,2.0,Bachelors,4.0,2.0,9.0,2.0,1.0,3.8,0.0,0
O2 RegenTech,0,0,2,2,0,0,1,1,3,0,0,0,0.0,,0,0,4,2,1,2,1,0,0,1,5.0,5.0,4.0,5.0,5.0,3,5,2,1,2,2,60.0,3.0,PHD,3.0,3.0,20.0,7.0,2.0,3.5,2.0,0
OKDJ.fm,1,0,2,1,0,0,0,0,3,0,0,0,0.0,,0,0,4,2,2,1,0,2,0,0,6.0,5.0,6.0,4.0,5.0,3,3,1,1,1,1,0.0,1.0,Bachelors,2.0,2.0,8.0,4.0,1.0,3.7,2.0,0
OLEO,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,1,1,0,0,0,0,0,6.0,7.0,5.0,4.0,7.0,3,10,3,1,0,2,0.0,2.0,Bachelors,0.0,1.0,5.0,1.0,0.0,3.0,0.0,0
OLURA,1,0,2,0,0,0,1,1,2,0,0,0,0.0,,0,0,2,2,1,0,1,0,0,0,6.0,7.0,8.0,5.0,7.0,3,5,1,2,2,3,0.0,2.0,Masters,3.0,1.0,6.0,2.0,1.0,3.5,0.0,0
OM Spirits,0,0,2,0,0,0,0,2,3,0,0,0,0.0,,0,0,2,0,2,1,1,0,0,2,7.0,6.0,5.0,4.0,8.0,3,10,2,2,0,4,0.0,2.0,Bachelors,3.0,1.0,15.0,10.0,1.0,3.5,2.0,0
OMGreens,,,1,,,,0,0,,,,0,,,,,2,0,1,0,1,1,0,0,5.0,7.0,6.0,4.0,5.0,3,5,2,0,0,3,0.0,2.0,Bachelors,3.0,1.0,20.0,7.5,1.0,3.0,0.0,0
OMNI Retail Group,1,0,2,4,2,0,2,2,2,16,0,2,0.0,,0,0,4,1,2,1,2,0,0,1,4.0,5.0,6.0,4.0,5.0,3,15,2,2,2,1,0.5,2.0,Masters,4.0,1.0,11.0,6.0,2.0,3.5,0.0,0
ONE ROQ Spirits,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,6.0,7.0,8.0,5.0,6.0,3,5,20,0,0,4,0.0,1.0,Bachelors,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0
ONEighty C Technologies,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,6.0,5.0,4.0,5.0,3,5,2,0,0,4,0.0,1.0,Bachelors,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0
OPEN Supplier Performance,4,0,4,3,1,0,2,3,2,3,6,2,1.5,Bachelors,1,0,4,3,3,4,2,2,1,3,8.0,6.0,7.0,4.0,7.0,3,5,3,2,2,2,0.0,2.0,Masters,3.0,5.0,12.0,8.0,2.0,3.5,1.0,0
OSIX Co.,,,1,,,,0,0,,,,0,,,,,2,1,1,0,1,0,0,0,6.0,7.0,5.0,4.0,6.0,2,5,10,1,0,2,0.0,1.0,Bachelors,0.0,3.0,20.0,10.0,1.0,0.0,0.0,0
OTHR,1,0,2,2,0,0,2,2,0,0,0,2,0.0,,0,0,3,1,1,2,1,0,0,1,5.0,6.0,8.0,5.0,6.0,2,30,2,1,0,2,6.5,2.0,Masters,4.0,1.5,20.5,10.5,2.0,3.0,1.0,0
OTTera,3,0,3,3,2,0,2,1,0,0,0,2,0.0,,0,0,5,3,2,2,1,0,0,2,7.0,6.0,7.0,5.0,8.0,3,9,2,1,1,1,0.0,2.0,Bachelors,3.0,2.0,15.0,6.0,1.0,0.0,0.0,0
OWL WORKS 3D,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,6.0,7.0,5.0,4.0,6.0,2,4,1,1,1,2,0.0,1.0,PHD,0.0,2.0,15.0,19.0,2.0,0.0,0.0,0
OX2 Therapeutics,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,2,0,0,0,0,0,0,8.0,7.0,8.0,6.0,7.0,3,5,2,2,0,2,2.0,2.0,Doctoral (PHD),3.0,1.0,25.0,7.0,1.0,3.5,0.0,0
OYO Fitness,,,1,,,,1,0,,,,0,,,,,1,1,1,1,1,0,0,0,5.0,5.0,5.0,4.0,6.0,3,10,5,0,1,2,0.0,3.0,Masters,2.0,1.0,11.0,10.0,1.0,3.5,0.0,0
OZ Pros,1,0,2,1,0,0,1,1,1,20,0,1,0.0,,0,0,3,0,2,1,0,0,2,2,5.0,6.0,4.0,5.0,6.0,3,5,3,1,0,3,0.0,2.0,Juris Doctorate,4.0,2.0,7.0,14.0,1.0,3.5,1.0,0
Oak Square Partners,0,0,2,1,0,0,0,0,1,0,0,0,0.0,,0,0,2,1,2,0,1,1,0,0,5.0,7.0,6.0,5.0,6.0,3,3,1,0,0,2,0.0,2.0,Masters,3.0,2.0,5.0,9.0,1.0,3.5,0.0,0
Oak Street Health,,,1,,,,0,0,,,,0,,,,,4,1,1,1,0,1,0,0,5.0,6.0,7.0,4.0,6.0,5,8,3,1,1,1,0.0,3.0,PHD,0.0,2.0,13.0,3.0,1.0,3.5,0.0,1
Oakscale,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,0,0,0,7.0,7.0,6.0,6.0,8.0,3,5,2,0,0,3,0.0,2.0,Graduate Certificate,3.0,1.0,5.0,1.5,1.0,3.5,0.0,0
Oat Haus,,,1,,,,0,0,,,,0,,,,,2,0,1,0,1,0,0,0,5.0,4.0,6.0,4.0,5.0,3,2,1,1,1,1,0.0,2.0,Bachelors,3.0,1.0,4.0,8.0,1.0,3.5,0.0,0
Oberon Fuels,,,1,,,,0,0,,,,0,,,,,3,1,1,0,0,0,0,0,7.0,7.0,8.0,6.0,8.0,3,5,2,1,0,1,0.0,2.0,Masters,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Obscure Games,0,0,2,0,0,0,1,1,3,9,0,1,0.0,,0,0,3,2,1,0,0,0,0,0,7.0,6.0,5.0,6.0,7.0,2,5,2,0,1,3,0.0,2.0,Masters,4.0,2.0,7.0,5.0,1.0,3.5,0.0,0
Observa,0,0,2,1,0,0,1,0,0,0,0,0,0.0,,0,0,4,0,1,1,1,1,0,1,4.0,5.0,7.0,3.0,6.0,3,5,1,1,1,2,0.0,2.0,Masters,3.0,2.0,15.0,13.0,1.0,0.0,0.0,0
